xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,goResp.rt,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,0,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350340843201,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514282941818,0.00116896629333,0.350340843201,1,a,784.24168992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,1,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367511987686,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514127016068,0.000874996185303,0.367511987686,1,q,787.244796991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,2,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350914001465,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514474153519,0.00088906288147,0.350914001465,1,q,790.248183012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,13,3,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.35084605217,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.51433801651,0.000874042510986,0.35084605217,1,w,793.251859903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,14,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350838184357,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.513869047165,0.000863075256348,0.350838184357,1,w,796.254961014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,1,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367337942123,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.514467954636,0.000880002975464,0.367337942123,1,s,799.258338928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,14,2,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350966930389,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.514076948166,0.000879049301147,0.350966930389,1,w,802.261837959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.383907079697,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.51452088356,0.00088095664978,0.383907079697,1,s,805.264986992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350819826126,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.514527082443,0.000991106033325,0.350819826126,1,s,808.268857956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.366998910904,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513942956924,0.00088095664978,0.366998910904,1,s,811.271921873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367001056671,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.514189958572,0.000897884368896,0.367001056671,1,s,814.275278807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.36762213707,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.5139939785,0.000932931900024,0.36762213707,1,q,817.278730869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367218971252,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514544010162,0.000884056091309,0.367218971252,1,q,820.281930923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367667913437,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514292001724,0.000884056091309,0.367667913437,1,q,823.285279989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.368177890778,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513824939728,0.000914812088013,0.368177890778,1,q,826.288697958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367650985718,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.514292001724,0.000882863998413,0.367650985718,1,q,829.292218924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334263086319,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.514287948608,0.000881910324097,0.334263086319,1,w,832.295972824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367347002029,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.9,0.513878107071,0.000895023345947,0.367347002029,1,q,835.298760891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417370080948,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.514328956604,0.000885009765625,0.417370080948,1,a,838.302352905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.300993919373,None,0,4.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.24,0.514174938202,0.000868797302246,0.300993919373,1,a,841.305804968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334321022034,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.514034986496,0.000888109207153,0.334321022034,1,a,844.309014797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333714962006,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.14,0.514477968216,0.00088906288147,0.333714962006,1,s,847.312290907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.36772608757,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.25,0.514611959457,0.000901937484741,0.36772608757,1,a,850.316088915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384114980698,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.514034032822,0.000880002975464,0.384114980698,1,w,853.319308996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.500434875488,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.514345169067,0.00112509727478,0.500434875488,1,s,856.322321892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351021051407,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514590978622,0.000882148742676,0.350727081299,0,a,859.325934887,0,0.51567697525,0.000976085662842,0.351021051407,1,q,862.329180002,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350758075714,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.514271974564,0.00093412399292,0.350758075714,1,s,865.332631826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334201812744,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.91,0.514331817627,0.000876903533936,0.334201812744,1,q,868.335953951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384401798248,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.514405012131,0.000877141952515,0.384401798248,1,a,871.339233875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350947856903,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.514113903046,0.000952959060669,0.350947856903,1,w,874.342794895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400665044785,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.514449119568,0.000872135162354,0.400665044785,1,a,877.346265793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367532968521,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.514147043228,0.000882148742676,0.367532968521,1,s,880.349979877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367202997208,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.513906002045,0.000881910324097,0.367202997208,1,a,883.352880001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.33451294899,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.514448165894,0.000895023345947,0.33451294899,1,w,886.356400013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.300770998001,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.514095067978,0.000884056091309,0.300770998001,1,a,889.35992384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334167957306,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.514219999313,0.000883102416992,0.334167957306,1,s,892.36290884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367666959763,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.514219045639,0.00102806091309,0.367666959763,1,w,895.366266012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367429971695,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514499187469,0.000895023345947,0.367429971695,1,q,898.369856834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400659799576,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.22,0.514279127121,0.000921010971069,0.400659799576,1,q,901.373095989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.301298141479,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.514053821564,0.000953912734985,0.301298141479,1,w,904.376737833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.351162910461,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.513871908188,0.000883817672729,0.351162910461,1,a,907.380206823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334328889847,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.513897180557,0.000903129577637,0.334328889847,1,a,910.383144855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350883960724,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.11,0.514159917831,0.000909805297852,0.350883960724,1,s,913.386680841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350742101669,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.96,0.514298915863,0.000892877578735,0.350742101669,1,w,916.389975786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.400806188583,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514377832413,0.000945806503296,0.400806188583,1,w,919.393970966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350298881531,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514002084732,0.000875949859619,0.350298881531,1,s,922.396861792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384631156921,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.514340877533,0.000877857208252,0.384631156921,1,q,925.400197983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350787878036,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.51439499855,0.000877857208252,0.350787878036,1,a,928.404058933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,111.725747108,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4177069664,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.509851932526,0.000890970230103,0.4177069664,1,a,1043.81716585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350415945053,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.513668060303,0.000956058502197,0.350415945053,1,w,1046.81989479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333781003952,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.514564990997,0.00114703178406,0.333781003952,1,a,1049.82359886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.300722122192,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514183998108,0.00088095664978,0.300722122192,1,s,1052.82697701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.283803939819,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.514374017715,0.000883102416992,0.283803939819,1,w,1055.83044386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350886106491,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.513908863068,0.000891923904419,0.350886106491,1,w,1058.83350801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.300744056702,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.514297962189,0.000879049301147,0.300744056702,1,q,1061.83686686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.33425784111,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.514243841171,0.00089693069458,0.33425784111,1,q,1064.84028602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350812911987,None,0,4.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.51415514946,0.000892162322998,0.350812911987,1,a,1067.84371996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
