xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,feedbackResp.rt,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,1,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.301237106323,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513980865479,0.000941038131714,0.301237106323,1,w,791.900873184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,2,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334609031677,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.514173030853,0.000923156738281,0.334609031677,1,a,794.90440917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,3,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351469993591,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.514358043671,0.000871896743774,0.351469993591,1,s,797.908239126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,0,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350732088089,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.514024019241,0.000895977020264,0.350732088089,1,s,800.911375999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,1,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350136995316,None,0,0.5,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.514265060425,0.000931978225708,0.350136995316,1,q,803.914367199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,2,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.38432097435,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514348983765,0.000944137573242,0.38432097435,1,a,806.917915106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,3,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.36806511879,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.86,0.514098882675,0.000874996185303,0.36806511879,1,q,809.92133522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,14,0,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367941141129,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.23,0.513792037964,0.000874996185303,0.367941141129,1,q,812.924427032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,14,1,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367474079132,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.514348983765,0.000872850418091,0.367474079132,1,q,815.928055048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,2,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384195804596,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.93,0.513514041901,0.000951051712036,0.384195804596,1,a,818.931678057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.333655118942,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.514090061188,0.000890016555786,0.333655118942,1,s,821.934640169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367694854736,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.07,0.514282941818,0.000877141952515,0.367694854736,1,q,824.938012123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384157180786,None,0,0.5,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.513930082321,0.000916004180908,0.384157180786,1,a,827.941317081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367621898651,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.17,0.514305114746,0.000925064086914,0.367621898651,1,a,830.944913149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367843866348,None,0,0.5,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.513880968094,0.00110602378845,0.367843866348,1,q,833.948526144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367538928986,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.513859987259,0.000925064086914,0.367538928986,1,w,836.951405048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.38408613205,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514147043228,0.000929117202759,0.38408613205,1,a,839.954726219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317752122879,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.513923883438,0.00091290473938,0.317752122879,1,w,842.958022118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.451076984406,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.84,0.514351844788,0.000893831253052,0.451076984406,1,w,845.961379051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350791931152,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.514523029327,0.000953912734985,0.350791931152,1,w,848.96491909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350428104401,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.514086008072,0.0011579990387,0.350428104401,1,w,851.968237162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467853069305,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.513998985291,0.00086498260498,0.467853069305,1,q,854.971586227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.383853197098,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.02,0.514305114746,0.000890970230103,0.383853197098,1,s,857.975071192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.484488010406,None,0,0.5,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.513454914093,0.000909090042114,0.484488010406,1,s,860.978312016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317656993866,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514060020447,0.00088095664978,0.317656993866,1,w,863.981564999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.383913993835,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.514373779297,0.000888824462891,0.383913993835,1,s,866.985503197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334742069244,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.513650894165,0.00100493431091,0.334742069244,1,q,869.988442183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.300729036331,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514174938202,0.000874996185303,0.300729036331,1,w,872.991611004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.333739995956,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514613866806,0.000876903533936,0.333739995956,1,q,875.995135069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.383590936661,None,0,0.5,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514369010925,0.000972986221313,0.383590936661,1,s,878.998471022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.368343830109,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.514021873474,0.00102210044861,0.368343830109,1,q,882.001939058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334760904312,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.514070034027,0.000901937484741,0.334760904312,1,w,885.004885197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384829044342,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.17,0.514415979385,0.00092887878418,0.384829044342,1,s,888.008293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351183891296,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.514142036438,0.000956058502197,0.351183891296,1,s,891.011671066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317543029785,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.18,0.514365196228,0.000897169113159,0.317543029785,1,w,894.015383005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.33372592926,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.514330863953,0.000870943069458,0.33372592926,1,w,897.018549204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.35005903244,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514243125916,0.00104308128357,0.35005903244,1,s,900.022162199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350919961929,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.51394200325,0.000879049301147,0.350919961929,1,a,903.025215149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400340080261,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.514764070511,0.00087308883667,0.400340080261,1,q,906.028697014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.317794799805,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5134370327,0.000929117202759,0.317794799805,1,s,909.032131195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334032058716,None,0,0.5,trianglegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.514093875885,0.000881910324097,0.334032058716,1,q,912.035451174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.35061788559,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.514276027679,0.000874042510986,0.35061788559,1,a,915.038853168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367390871048,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514053106308,0.000919103622437,0.367390871048,1,a,918.042063236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.318181037903,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.03,0.514100790024,0.000885963439941,0.318181037903,1,w,921.045246124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334769964218,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.19,0.513980865479,0.00105786323547,0.334769964218,1,a,924.048607111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317498922348,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.514216184616,0.00103211402893,0.317498922348,1,w,927.052160025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.30116891861,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.514004945755,0.00114488601685,0.30116891861,1,w,930.055632114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317348003387,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.514194011688,0.000880002975464,0.317348003387,1,w,933.058988094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367513895035,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513864994049,0.000907182693481,0.367513895035,1,s,936.062155008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.317625045776,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.01,0.513869047165,0.00107407569885,0.317625045776,1,a,939.065542221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351326942444,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.514223098755,0.000900983810425,0.351326942444,1,s,942.068926096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18.0664899349,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.451523780823,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.507844924927,0.000952005386353,0.451523780823,1,s,963.827744007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317029953003,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.513011932373,0.000900983810425,0.317029953003,1,q,966.82982707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.300820112228,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.514194965363,0.000881910324097,0.300820112228,1,w,969.8329072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.318073034286,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.23,0.514514923096,0.000874042510986,0.318073034286,1,w,972.836798191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334733009338,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.513571023941,0.000878095626831,0.334733009338,1,s,975.840224028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317390918732,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514049053192,0.000880002975464,0.317390918732,1,q,978.843305111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
